"Model_ID" "Z" "X" "M" "L" "Teff" "Period" "logP" "V_Skewness" "V_acuteness" "V_M0" "V_err_M0" "V_A1" "V_A1_err" "V_phi1" "V_phi1_err" "V_R21" "V_R21_err" "V_R31" "V_R31_err" "V_P21" "V_P21_err" "V_P31" "V_P31_err" "I_Skewness" "I_acuteness" "I_M0" "I_err_M0" "I_A1" "I_A1_err" "I_phi1" "I_phi1_err" "I_R21" "I_R21_err" "I_R31" "I_R31_err" "I_P21" "I_P21_err" "I_P31" "I_P31_err" "FU_Lin_Period" "FU_Growth_rate" "FO_Lin_Period" "FO_Growth_rate"
86 0.00038 0.75053 0.55 35 6250 0.58408 -0.234 -0.099 Inf 1.009 0 0.161 0 0.102 0 0.457 0 0.362 0 3.383 0.001 0.285 0.002 -0.093 0.639 0.449 0 0.106 0 6.025 0 0.412 0.001 0.357 0 4.037 0.001 1.342 0.002 0.58418 0.017665 NA NA
87 0.00038 0.75053 0.55 35 6300 0.56573 -0.247 -0.093 Inf 1.004 0 0.191 0 0.029 0.001 0.407 0.001 0.336 0.001 3.306 0.003 0.41 0.003 -0.092 0.672 0.458 0 0.128 0 5.991 0.001 0.362 0.001 0.325 0.001 3.856 0.003 1.339 0.004 0.56571 0.018858 0.41804 0.0049335
88 0.00038 0.75053 0.55 35 6350 0.54862 -0.261 -0.125 Inf 1 0 0.222 0 6.259 0.001 0.377 0.001 0.305 0.001 3.11 0.003 0.435 0.004 -0.092 0.678 0.467 0 0.149 0 5.968 0.001 0.34 0.001 0.286 0.001 3.564 0.004 1.262 0.005 0.54849 0.019304 0.40591 0.01183
89 0.00038 0.75053 0.55 35 6400 0.53254 -0.274 -0.121 Inf 0.997 0 0.253 0 6.24 0.001 0.374 0.001 0.275 0.001 2.881 0.003 0.352 0.004 -0.097 0.672 0.477 0 0.171 0 5.971 0.001 0.35 0.001 0.249 0.001 3.268 0.003 1.1 0.004 0.53228 0.019529 0.39438 0.018507
90 0.00038 0.75053 0.55 35 6450 0.51732 -0.286 -0.096 Inf 0.995 0 0.284 0 6.243 0.001 0.39 0.001 0.246 0.001 2.675 0.002 0.168 0.004 -0.233 0.742 0.488 0 0.19 0 5.986 0.001 0.373 0.001 0.22 0.001 3.035 0.002 0.905 0.003 0.51695 0.019213 0.38343 0.023271
91 0.00038 0.75053 0.55 35 6500 0.50285 -0.299 -0.093 Inf 0.995 0 0.314 0 6.257 0 0.415 0 0.229 0 2.519 0.001 6.154 0.002 -0.227 0.894 0.5 0 0.207 0 6.006 0 0.398 0 0.207 0 2.871 0.001 0.62 0.002 0.50239 0.018674 0.37293 0.027515
92 0.00038 0.75053 0.55 35 6550 0.48905 -0.311 -0.165 Inf 0.994 0 0.344 0 6.282 0.001 0.438 0.001 0.237 0.001 2.404 0.002 5.783 0.003 -0.197 0.957 0.513 0 0.221 0 6.032 0 0.418 0.001 0.214 0 2.752 0.001 0.276 0.003 0.48852 0.017702 0.3629 0.029842
93 0.00038 0.75053 0.55 35 6600 0.47582 -0.323 -0.157 Inf 0.994 0 0.372 0 0.023 0 0.453 0 0.26 0 2.329 0.001 5.469 0.002 -0.154 1.028 0.526 0 0.235 0 6.063 0 0.433 0.001 0.238 0 2.666 0.001 6.218 0.002 0.47525 0.016554 0.35325 0.031815
94 0.00038 0.75053 0.55 35 6650 0.46321 -0.334 -0.165 Inf 0.997 0 0.396 0 0.044 0 0.459 0 0.284 0 2.282 0.001 5.248 0.002 -0.143 Inf 0.539 0 0.249 0 6.097 0.001 0.442 0.001 0.269 0.001 2.604 0.002 5.935 0.003 0.46256 0.015204 0.34399 0.03272
95 0.00038 0.75053 0.55 35 6700 0.45106 -0.346 -0.16 Inf 1.001 0 0.417 0 0.063 0.001 0.461 0.001 0.302 0.001 2.256 0.002 5.09 0.003 -0.136 Inf 0.552 0 0.262 0 6.129 0.001 0.447 0.001 0.295 0.001 2.565 0.002 5.73 0.004 0.45037 0.013742 0.33506 0.033025
96 0.00038 0.75053 0.55 35 6750 0.43935 -0.357 -0.158 Inf 1.006 0 0.433 0 0.08 0.001 0.462 0.001 0.315 0.001 2.242 0.002 4.976 0.003 -0.136 Inf 0.568 0 0.27 0 6.15 0.001 0.448 0.001 0.31 0.001 2.545 0.003 5.597 0.004 0.43868 0.012178 0.32648 0.032521
99 0.00038 0.75053 0.55 35 6900 0.30299 -0.519 -0.201 Inf 0.928 0 0.256 0 0.219 0.001 0.147 0.001 0.166 0.001 3.197 0.006 0.495 0.006 -0.314 0.852 0.554 0 0.147 0 0.047 0.001 0.118 0.001 0.17 0.001 3.861 0.007 1.091 0.005 0.40622 0.0075033 0.30257 0.02841
100 0.00038 0.75053 0.55 35 6950 0.29514 -0.53 -0.203 Inf 0.925 0 0.269 0 0.207 0 0.148 0 0.151 0 3.032 0.001 0.368 0.001 -0.311 0.873 0.564 0 0.153 0 0.049 0 0.122 0 0.152 0 3.604 0.001 0.877 0.001 0.39619 0.0058926 0.29515 0.025793
101 0.00038 0.75053 0.55 35 7000 0.28815 -0.54 -0.206 Inf 0.922 0 0.281 0 0.199 0 0.155 0 0.138 0 2.938 0.001 0.172 0.001 -0.297 Inf 0.573 0 0.16 0 0.058 0 0.137 0 0.131 0 3.369 0.001 0.574 0.001 0.38652 0.0044174 0.28801 0.0233
102 0.00038 0.75053 0.55 35 7050 0.28111 -0.551 -0.272 Inf 0.92 0 0.29 0 0.217 0 0.157 0 0.131 0 2.856 0.001 6.267 0.001 -0.275 Inf 0.581 0 0.165 0 0.089 0 0.147 0 0.121 0 3.172 0.001 0.272 0.001 NA NA NA NA
103 0.00038 0.75053 0.55 35 7100 0.27455 -0.561 -0.284 Inf 0.917 0 0.291 0 0.175 0 0.16 0 0.114 0 2.823 0 6.09 0 -0.28 Inf 0.59 0 0.166 0 0.065 0 0.16 0 0.103 0 3.036 0 6.232 0.001 0.36815 0.001551 0.27444 0.017375
104 0.00038 0.75053 0.55 35 7150 0.26807 -0.572 -0.287 Inf 0.914 0 0.288 0 0.157 0 0.158 0 0.105 0 2.809 0 5.957 0.001 -0.275 Inf 0.599 0 0.165 0 0.061 0 0.168 0 0.098 0 2.918 0 5.977 0.001 0.35944 0.00022726 0.268 0.014214
105 0.00038 0.75053 0.55 45 5950 0.90094 -0.045 -0.235 Inf 0.775 0 0.036 0 0.624 0 0.369 0 0.105 0 3.273 0 0.521 0 -0.238 0.406 0.121 0 0.019 0 0.016 0 0.403 0 0.125 0 4.42 0 2.321 0.001 0.90114 0.003794 NA NA
106 0.00038 0.75053 0.55 45 6000 0.86182 -0.065 -0.167 Inf 0.767 0 0.063 0 0.445 0 0.62 0 0.338 0 3.403 0 0.367 0 -0.147 0.319 0.131 0 0.036 0 6.109 0 0.638 0 0.377 0 4.583 0 2.171 0 0.86252 0.013468 NA NA
107 0.00038 0.75053 0.55 45 6050 0.82728 -0.082 -0.129 0.689 0.76 0 0.082 0 0.35 0 0.674 0 0.435 0 3.57 0 0.527 0 -0.115 0.325 0.141 0 0.051 0 6.066 0 0.651 0 0.45 0 4.649 0 2.185 0.001 0.82802 0.021076 NA NA
108 0.00038 0.75053 0.55 45 6100 0.79721 -0.098 -0.113 0.789 0.753 0 0.103 0 0.164 0 0.615 0 0.461 0 3.741 0.001 0.791 0.001 -0.102 0.376 0.149 0 0.067 0 5.954 0 0.553 0 0.449 0 4.665 0.001 2.24 0.001 NA NA NA NA
109 0.00038 0.75053 0.55 45 6150 0.76854 -0.114 -0.099 0.835 0.746 0 0.131 0 0.046 0 0.52 0 0.446 0 3.797 0.001 0.904 0.001 -0.09 0.403 0.159 0 0.088 0 5.909 0 0.448 0 0.423 0 4.559 0.001 2.138 0.001 0.76896 0.03027 NA NA
110 0.00038 0.75053 0.55 45 6200 0.74301 -0.129 -0.094 0.873 0.74 0 0.161 0 6.193 0 0.428 0.001 0.412 0.001 3.806 0.001 0.973 0.002 -0.087 0.453 0.168 0 0.109 0 5.834 0 0.357 0.001 0.387 0.001 4.432 0.002 2.026 0.002 0.74328 0.032876 0.54409 0.0013911
111 0.00038 0.75053 0.55 45 6250 0.71928 -0.143 -0.093 0.923 0.735 0 0.194 0 6.103 0.001 0.358 0.001 0.371 0.001 3.721 0.002 0.969 0.003 -0.088 0.562 0.177 0 0.132 0 5.792 0.001 0.295 0.001 0.349 0.001 4.233 0.003 1.882 0.003 0.71936 0.033721 0.52781 0.011289
112 0.00038 0.75053 0.55 45 6300 0.6971 -0.157 -0.092 0.965 0.731 0 0.227 0 6.065 0.001 0.324 0.001 0.324 0.001 3.557 0.004 0.912 0.004 -0.087 0.616 0.186 0 0.155 0 5.786 0.001 0.271 0.001 0.302 0.001 3.978 0.004 1.721 0.005 0.69701 0.034187 0.51245 0.020479
113 0.00038 0.75053 0.55 45 6350 0.67623 -0.17 -0.124 0.984 0.727 0 0.261 0 6.075 0.001 0.327 0.001 0.275 0.001 3.37 0.004 0.787 0.005 -0.092 0.664 0.196 0 0.178 0 5.819 0.001 0.284 0.001 0.252 0.001 3.727 0.004 1.511 0.005 0.67594 0.033776 0.49778 0.027813
114 0.00038 0.75053 0.55 45 6400 0.65649 -0.183 -0.123 0.969 0.725 0 0.293 0 6.106 0.001 0.356 0.001 0.225 0.001 3.18 0.003 0.572 0.004 -0.233 0.686 0.206 0 0.199 0 5.863 0.001 0.321 0.001 0.203 0.001 3.509 0.003 1.234 0.004 0.65605 0.032882 0.48384 0.033664
115 0.00038 0.75053 0.55 45 6450 0.63789 -0.195 -0.092 1.016 0.724 0 0.322 0 6.146 0.001 0.4 0.001 0.188 0.001 3.019 0.003 0.298 0.006 -0.233 0.706 0.219 0 0.216 0 5.902 0.001 0.362 0.001 0.168 0.001 3.365 0.003 0.992 0.006 0.63713 0.031281 0.47045 0.037513
116 0.00038 0.75053 0.55 45 6500 0.61988 -0.208 -0.091 1.02 0.724 0 0.349 0 6.188 0.001 0.448 0.001 0.172 0.001 2.87 0.003 6.211 0.007 -0.228 0.701 0.232 0 0.229 0 5.941 0.001 0.408 0.001 0.153 0.001 3.238 0.003 0.664 0.006 0.61911 0.029287 0.45762 0.040402
117 0.00038 0.75053 0.55 45 6550 0.60279 -0.22 -0.168 Inf 0.724 0 0.375 0 6.226 0.001 0.489 0.001 0.175 0.001 2.749 0.002 5.896 0.006 -0.203 0.695 0.246 0 0.242 0 5.978 0.001 0.446 0.001 0.153 0.001 3.131 0.002 0.389 0.005 0.60189 0.026982 0.44526 0.042176
118 0.00038 0.75053 0.55 45 6600 0.58638 -0.232 -0.163 Inf 0.725 0 0.399 0 6.265 0.001 0.517 0.001 0.192 0.001 2.65 0.002 5.677 0.004 -0.165 0.786 0.258 0 0.253 0 6.024 0.001 0.481 0.001 0.17 0.001 3.027 0.002 0.134 0.004 0.58545 0.024426 0.43342 0.04239
119 0.00038 0.75053 0.55 45 6650 0.57057 -0.244 -0.158 Inf 0.728 0 0.418 0 0.004 0 0.536 0.001 0.212 0 2.578 0.001 5.525 0.003 -0.159 1.033 0.271 0 0.265 0 6.057 0 0.508 0 0.195 0 2.942 0.001 6.21 0.002 0.56966 0.021942 0.42198 0.042954
122 0.00038 0.75053 0.55 45 6800 0.39055 -0.408 -0.34 Inf 0.658 0 0.235 0 0.255 0 0.073 0 0.136 0 4.646 0.002 1.17 0.001 -0.341 Inf 0.262 0 0.137 0 0.089 0 0.114 0 0.134 0 5.387 0.001 1.713 0.001 0.52609 0.013544 0.3902 0.037139
123 0.00038 0.75053 0.55 45 6850 0.38052 -0.42 -0.332 Inf 0.654 0 0.25 0 0.262 0 0.054 0 0.128 0 4.08 0.002 1.129 0.001 -0.333 Inf 0.273 0 0.142 0 0.094 0 0.086 0 0.127 0 5.182 0.002 1.707 0.001 0.51268 0.010855 0.38038 0.033927
124 0.00038 0.75053 0.55 45 6900 0.37116 -0.43 -0.325 Inf 0.65 0 0.263 0 0.272 0 0.056 0 0.121 0 3.424 0.002 1.059 0.001 -0.328 Inf 0.283 0 0.146 0 0.104 0 0.062 0 0.122 0 4.846 0.002 1.675 0.001 0.49975 0.0082633 0.37089 0.030669
125 0.00038 0.75053 0.55 45 6950 0.36192 -0.441 -0.319 Inf 0.646 0 0.27 0 0.273 0 0.07 0 0.113 0 3.073 0.001 0.965 0.001 -0.322 Inf 0.293 0 0.149 0 0.112 0 0.045 0 0.109 0 4.207 0.002 1.642 0.001 0.48732 0.0056492 0.36174 0.026418
126 0.00038 0.75053 0.55 45 7000 0.3531 -0.452 -0.316 Inf 0.642 0 0.273 0 0.268 0 0.08 0 0.106 0 2.879 0 0.872 0 -0.319 Inf 0.301 0 0.151 0 0.121 0 0.052 0 0.095 0 3.46 0.001 1.535 0.001 0.47533 0.00311 0.35291 0.021824
127 0.00038 0.75053 0.55 45 7050 0.34458 -0.463 -0.32 Inf 0.638 0 0.268 0 0.251 0 0.085 0 0.099 0 2.732 0 0.781 0 -0.321 Inf 0.309 0 0.147 0 0.117 0 0.068 0 0.082 0 2.981 0.001 1.419 0.001 0.46375 0.00076111 0.34438 0.017261
128 0.00038 0.75053 0.55 55 6050 0.97578 -0.011 -0.108 0.52 0.539 0 0.095 0 0.107 0 0.662 0 0.463 0 4.265 0.001 1.63 0.001 -0.096 0.319 -0.077 0 0.065 0 5.857 0 0.542 0 0.422 0 5.277 0.001 3.184 0.001 0.97639 0.042871 NA NA
129 0.00038 0.75053 0.55 55 6100 0.94094 -0.026 -0.118 0.582 0.532 0 0.121 0 6.232 0 0.541 0 0.441 0 4.295 0.001 1.653 0.001 -0.098 0.366 -0.068 0 0.084 0 5.788 0 0.432 0 0.4 0 5.125 0.001 2.951 0.001 0.94138 0.047691 NA NA
130 0.00038 0.75053 0.55 55 6150 0.90937 -0.041 -0.098 0.656 0.526 0 0.152 0 6.087 0.001 0.43 0.001 0.397 0.001 4.316 0.002 1.679 0.003 -0.092 0.403 -0.06 0 0.105 0 5.714 0.001 0.336 0.001 0.358 0.001 5.007 0.002 2.768 0.003 NA NA NA NA
131 0.00038 0.75053 0.55 55 6200 0.87921 -0.056 -0.093 0.724 0.52 0 0.186 0 6.031 0.001 0.341 0.001 0.366 0.001 4.16 0.002 1.62 0.002 -0.088 0.425 -0.05 0 0.128 0 5.709 0.001 0.263 0.001 0.334 0.001 4.711 0.002 2.567 0.002 0.87911 0.051698 0.63953 0.014623
132 0.00038 0.75053 0.55 55 6250 0.85144 -0.07 -0.088 0.838 0.515 0 0.22 0 6.015 0.001 0.287 0.001 0.331 0.001 3.959 0.003 1.557 0.003 -0.085 0.456 -0.041 0 0.15 0 5.731 0.001 0.224 0.001 0.302 0.001 4.403 0.004 2.4 0.004 0.85112 0.0515 0.62084 0.023711
133 0.00038 0.75053 0.55 55 6350 0.80057 -0.097 -0.127 0.965 0.508 0 0.286 0 6.016 0.001 0.272 0.001 0.26 0.001 3.427 0.003 1.282 0.004 -0.277 0.524 -0.022 0 0.194 0 5.779 0.001 0.235 0.001 0.234 0.001 3.708 0.004 1.982 0.004 0.79981 0.048607 0.58592 0.038291
134 0.00038 0.75053 0.55 55 6400 0.77706 -0.11 -0.127 0.98 0.505 0 0.317 0 6.03 0.001 0.298 0.001 0.227 0.001 3.227 0.003 1.032 0.004 -0.254 0.613 -0.011 0 0.214 0 5.806 0.001 0.268 0.001 0.203 0.001 3.492 0.003 1.693 0.004 0.77611 0.046102 0.56951 0.043526
135 0.00038 0.75053 0.55 55 6450 0.75469 -0.122 -0.125 0.988 0.504 0 0.345 0 6.067 0.001 0.33 0.001 0.208 0.001 3.11 0.005 0.715 0.007 -0.233 0.742 0.001 0 0.23 0 5.836 0.001 0.293 0.001 0.188 0.001 3.398 0.005 1.421 0.007 0.75361 0.042724 0.55384 0.045804
136 0.00038 0.75053 0.55 55 6500 0.73334 -0.135 -0.125 0.965 0.504 0 0.37 0 6.118 0.001 0.37 0.001 0.201 0.001 3.028 0.003 0.301 0.005 -0.251 0.802 0.015 0 0.243 0 5.881 0.001 0.323 0.001 0.183 0.001 3.351 0.003 1.062 0.005 0.73213 0.039223 0.53872 0.048056
137 0.00038 0.75053 0.55 55 6550 0.71321 -0.147 -0.197 1.045 0.504 0 0.393 0.001 6.17 0.001 0.415 0.001 0.209 0.001 2.957 0.004 6.164 0.008 -0.225 0.812 0.028 0 0.254 0 5.929 0.001 0.361 0.001 0.188 0.001 3.309 0.004 0.664 0.007 0.71165 0.035281 0.52423 0.048302
138 0.00038 0.75053 0.55 55 6600 0.69344 -0.159 -0.194 Inf 0.505 0 0.414 0 6.212 0.001 0.459 0.001 0.228 0.001 2.887 0.003 5.829 0.005 -0.171 0.828 0.041 0 0.264 0 5.974 0.001 0.407 0.001 0.206 0.001 3.253 0.003 0.282 0.005 0.69202 0.031343 0.51022 0.048149
139 0.00038 0.75053 0.55 55 6650 0.67467 -0.171 -0.19 Inf 0.508 0 0.43 0 6.243 0.001 0.494 0.001 0.244 0.001 2.823 0.002 5.601 0.004 -0.175 0.859 0.054 0 0.272 0 6.015 0.001 0.45 0.001 0.23 0.001 3.19 0.002 6.279 0.004 0.67326 0.026959 0.4968 0.045642
140 0.00038 0.75053 0.55 55 6700 0.48495 -0.314 -0.354 Inf 0.446 0 0.221 0 0.373 0.001 0.127 0.001 0.144 0.001 0.317 0.005 1.672 0.004 -0.359 Inf 0.025 0 0.128 0 0.213 0.001 0.164 0.001 0.147 0.001 0.415 0.004 2.074 0.004 0.65527 0.022627 0.48386 0.042598
141 0.00038 0.75053 0.55 55 6750 0.47166 -0.326 -0.351 Inf 0.442 0 0.235 0 0.367 0 0.106 0 0.124 0 0.327 0.001 1.594 0.001 -0.355 Inf 0.035 0 0.134 0 0.207 0 0.149 0 0.126 0 0.332 0.001 2.02 0.001 0.63796 0.01853 0.47134 0.039477
142 0.00038 0.75053 0.55 55 6800 0.45965 -0.338 -0.339 Inf 0.437 0 0.246 0 0.357 0 0.08 0 0.106 0 0.392 0.001 1.55 0.001 -0.346 Inf 0.046 0 0.138 0 0.199 0 0.126 0 0.107 0 0.231 0.001 2.007 0.001 0.62141 0.014257 0.45935 0.034529
143 0.00038 0.75053 0.55 55 6850 0.448 -0.349 -0.338 Inf 0.432 0 0.254 0 0.344 0 0.054 0 0.09 0 0.578 0.002 1.52 0.001 -0.343 Inf 0.056 0 0.139 0 0.186 0 0.1 0 0.091 0 0.129 0.001 2.052 0.001 0.60542 0.010248 0.44773 0.029675
144 0.00038 0.75053 0.55 55 6900 0.43682 -0.36 -0.334 Inf 0.427 0 0.256 0 0.325 0 0.038 0 0.077 0 1.034 0.002 1.504 0.001 -0.333 Inf 0.066 0 0.138 0 0.167 0 0.072 0 0.08 0 0.103 0.001 2.186 0.001 0.59009 0.0064589 0.43657 0.024622
145 0.00038 0.75053 0.55 55 6950 0.42599 -0.371 -0.335 Inf 0.422 0 0.251 0 0.303 0 0.037 0 0.068 0 1.602 0.001 1.488 0.001 -0.337 Inf 0.074 0 0.134 0 0.146 0 0.046 0 0.074 0 0.336 0.001 2.392 0.001 0.57527 0.0028606 0.42576 0.019065
146 0.00038 0.75053 0.55 65 6250 0.98137 -0.008 -0.094 0.675 0.332 0 0.235 0 5.99 0.001 0.224 0.001 0.247 0.001 4.234 0.004 2.038 0.004 -0.284 0.508 -0.223 0 0.16 0 5.718 0.001 0.159 0.001 0.22 0.001 4.669 0.005 2.861 0.004 0.98009 0.069348 0.71045 0.031933
147 0.00038 0.75053 0.55 65 6300 0.95107 -0.022 -0.092 0.712 0.328 0 0.271 0 5.989 0.001 0.211 0.001 0.224 0.001 3.813 0.004 1.954 0.005 -0.28 0.538 -0.214 0 0.183 0 5.743 0.001 0.163 0.001 0.199 0.001 4.099 0.006 2.718 0.005 0.94956 0.066865 0.69011 0.040083
148 0.00038 0.75053 0.55 65 6350 0.92241 -0.035 -0.092 0.828 0.325 0 0.305 0 6.007 0.001 0.23 0.001 0.201 0.001 3.458 0.004 1.816 0.005 -0.272 0.565 -0.203 0 0.205 0 5.778 0.001 0.198 0.001 0.177 0.001 3.69 0.005 2.534 0.005 0.9207 0.062756 0.67068 0.044657
149 0.00038 0.75053 0.55 65 6400 0.89515 -0.048 -0.256 0.923 0.323 0 0.336 0 6.024 0.001 0.263 0.001 0.175 0.001 3.222 0.003 1.599 0.005 -0.26 0.595 -0.193 0 0.225 0 5.807 0.001 0.239 0.001 0.153 0.001 3.454 0.003 2.285 0.005 0.89328 0.058456 0.65201 0.04881
150 0.00038 0.75053 0.55 65 6450 0.86916 -0.061 -0.279 1 0.321 0 0.363 0 6.045 0.001 0.296 0.001 0.159 0.001 3.087 0.005 1.304 0.008 -0.258 0.616 -0.18 0 0.24 0 5.824 0.001 0.266 0.001 0.148 0.001 3.353 0.005 2.024 0.009 0.86721 0.052984 0.63411 0.049371
151 0.00038 0.75053 0.55 65 6500 0.84438 -0.073 -0.255 1.041 0.32 0 0.387 0 6.075 0.001 0.33 0.001 0.15 0.001 2.998 0.003 0.905 0.007 -0.255 0.706 -0.167 0 0.252 0 5.847 0.001 0.291 0.001 0.142 0.001 3.288 0.003 1.698 0.007 0.84237 0.047368 0.61687 0.049569
152 0.00038 0.75053 0.55 65 6550 0.82093 -0.086 -0.202 Inf 0.32 0 0.408 0 6.161 0.001 0.363 0.001 0.165 0.001 2.947 0.003 0.501 0.007 -0.251 0.767 -0.157 0 0.26 0 5.928 0.001 0.32 0.001 0.155 0.001 3.263 0.003 1.334 0.006 NA NA NA NA
153 0.00038 0.75053 0.55 65 6600 0.79774 -0.098 -0.198 Inf 0.319 0 0.429 0 6.145 0.001 0.39 0.001 0.187 0.001 2.894 0.003 0.064 0.005 -0.199 0.912 -0.142 0 0.272 0 5.916 0.001 0.341 0.001 0.17 0.001 3.214 0.003 0.858 0.005 0.79592 0.035696 0.58433 0.045385
154 0.00038 0.75053 0.55 65 6650 0.77694 -0.11 -0.198 Inf 0.32 0 0.443 0 6.17 0.001 0.414 0.001 0.22 0.001 2.865 0.003 6.073 0.005 -0.195 0.957 -0.13 0 0.28 0 5.948 0.001 0.367 0.001 0.203 0.001 3.19 0.003 0.511 0.004 0.77419 0.030005 0.56898 0.042313
156 0.00038 0.75053 0.55 65 6750 0.54024 -0.267 -0.33 Inf 0.257 0 0.236 0 0.445 0 0.167 0 0.094 0 1.179 0 2.404 0.001 -0.343 Inf -0.145 0 0.129 0 0.282 0 0.165 0 0.094 0 1.104 0.001 2.729 0.001 0.73335 0.018409 0.53988 0.032774
157 0.00038 0.75053 0.55 65 6800 0.52643 -0.279 -0.342 Inf 0.251 0 0.237 0 0.417 0 0.14 0 0.077 0 1.101 0 2.318 0.001 -0.353 Inf -0.136 0 0.127 0 0.256 0 0.145 0 0.08 0 0.884 0.001 2.732 0.001 0.71415 0.013005 0.52613 0.026898
158 0.00038 0.75053 0.55 65 6850 0.5131 -0.29 -0.341 Inf 0.244 0 0.231 0 0.395 0 0.113 0 0.063 0 1.12 0.001 2.302 0.001 -0.349 Inf -0.127 0 0.121 0 0.234 0 0.12 0 0.071 0 0.737 0.001 2.865 0.001 0.69567 0.0077301 0.51286 0.020613
159 0.00038 0.75053 0.55 65 6900 0.50026 -0.301 -0.341 Inf 0.237 0 0.212 0 0.399 0 0.091 0 0.051 0 1.191 0 2.481 0.001 -0.351 Inf -0.119 0 0.108 0 0.237 0 0.099 0 0.069 0 0.651 0.001 3.184 0.001 0.67793 0.002634 0.50007 0.013454
160 0.00038 0.75053 0.55 75 6450 0.98182 -0.008 -0.251 0.919 0.165 0 0.377 0 6.077 0.001 0.261 0.001 0.088 0.001 3.116 0.004 1.72 0.01 -0.255 0.647 -0.335 0 0.246 0 5.855 0.001 0.232 0.001 0.082 0.001 3.396 0.004 2.385 0.011 0.97853 0.061143 0.71183 0.046787
161 0.00038 0.75053 0.55 75 6500 0.95385 -0.021 -0.261 Inf 0.164 0 0.4 0 6.102 0.001 0.301 0.001 0.077 0.001 3.012 0.003 1.337 0.011 -0.254 0.661 -0.322 0 0.257 0 5.874 0.001 0.264 0.001 0.078 0.001 3.319 0.004 2.123 0.011 0.95023 0.053762 0.69248 0.045897
162 0.00038 0.75053 0.55 75 6550 0.92638 -0.033 -0.255 Inf 0.162 0 0.422 0 6.111 0.001 0.339 0.001 0.078 0.001 2.932 0.003 0.804 0.01 -0.25 0.709 -0.309 0 0.266 0 5.882 0.001 0.294 0.001 0.078 0.001 3.255 0.003 1.74 0.01 0.92333 0.046293 0.67397 0.043853
163 0.00038 0.75053 0.55 75 6600 0.90022 -0.046 -0.201 Inf 0.161 0 0.44 0 6.12 0.001 0.369 0.001 0.097 0.001 2.871 0.003 0.349 0.01 -0.255 0.876 -0.296 0 0.275 0 5.893 0.001 0.323 0.001 0.089 0.001 3.2 0.003 1.263 0.01 0.89755 0.038762 0.65611 0.039984
164 0.00038 0.75053 0.55 75 6650 0.8752 -0.058 -0.225 Inf 0.16 0 0.455 0 6.133 0.001 0.389 0.001 0.126 0.001 2.825 0.002 0.064 0.006 -0.207 0.965 -0.285 0 0.283 0 5.914 0.001 0.347 0.001 0.114 0.001 3.151 0.002 0.851 0.006 0.8729 0.031135 0.63891 0.034546
165 0.00038 0.75053 0.55 75 6700 0.8514 -0.07 -0.225 Inf 0.16 0 0.464 0 6.143 0 0.401 0 0.155 0 2.791 0.001 6.158 0.003 -0.205 1.07 -0.275 0 0.288 0 5.935 0 0.364 0 0.145 0 3.112 0.001 0.553 0.003 0.84924 0.023858 0.62233 0.028912
166 0.00038 0.75053 0.55 75 6750 0.82839 -0.082 -0.222 Inf 0.159 0 0.468 0 6.125 0 0.405 0 0.177 0 2.752 0.001 5.985 0.003 -0.203 1.128 -0.263 0 0.289 0 5.928 0 0.372 0 0.171 0 3.065 0.001 0.321 0.003 0.82657 0.016408 0.60636 0.021566
170 0.00038 0.75053 0.55 85 6650 0.9736 -0.012 -0.259 Inf 0.022 0 0.461 0 6.15 0.001 0.364 0.001 0.064 0.001 2.841 0.002 6.028 0.009 -0.254 0.89 -0.422 0 0.284 0 5.93 0.001 0.32 0.001 0.048 0.001 3.174 0.002 0.565 0.011 0.96977 0.02966 0.70691 0.021799
171 0.00038 0.75053 0.55 85 6700 0.94597 -0.024 -0.25 Inf 0.02 0 0.468 0 6.135 0 0.384 0 0.081 0 2.794 0.001 5.972 0.005 -0.254 1.033 -0.412 0 0.287 0 5.927 0 0.346 0 0.069 0 3.123 0.001 0.379 0.005 0.94336 0.020692 0.68864 0.014485
172 0.00038 0.75053 0.55 85 6750 0.92006 -0.036 -0.231 Inf 0.014 0 0.465 0 6.059 0 0.391 0 0.094 0 2.736 0.001 5.846 0.002 -0.246 1.16 -0.402 0 0.284 0 5.869 0 0.361 0 0.088 0 3.05 0.001 0.14 0.002 0.91806 0.012344 0.67107 0.0069988
174 0.00038 0.75053 0.57 35 6050 0.66234 -0.179 -0.32 Inf 1.038 0 0.008 0 0.715 0 0.051 0 0.003 0 2.8 0 5.678 0.006 -0.342 Inf 0.415 0 0.004 0 0.206 0 0.071 0 0.005 0 3.774 0.001 0.81 0.008 0.66229 0.001195 NA NA
175 0.00038 0.75053 0.57 35 6100 0.63511 -0.197 -0.178 Inf 1.029 0 0.083 0 0.6 0 0.495 0 0.247 0 2.875 0 5.581 0 -0.158 0.639 0.423 0 0.045 0 0.145 0 0.565 0 0.296 0 3.731 0 0.632 0 0.63538 0.0060881 NA NA
176 0.00038 0.75053 0.57 35 6150 0.61123 -0.214 -0.143 Inf 1.022 0 0.108 0 0.436 0 0.542 0 0.336 0 3.055 0 5.892 0 -0.128 0.605 0.432 0 0.063 0 6.273 0 0.563 0 0.37 0 3.887 0 0.924 0 0.61151 0.010464 NA NA
