	Model_ID	Z	X	M	L	Teff	Period	logP	V_M0	V_err_M0	V_A1	V_A1_err	V_phi1	V_phi1_err	V_R21	V_R21_err	V_R31	V_R31_err	V_P21	V_P21_err	V_P31	V_P31_err	I_Skewness	I_acuteness	I_M0	I_err_M0	I_A1	I_A1_err	I_phi1	I_phi1_err	I_R21	I_R21_err	I_R31	I_R31_err	I_P21	I_P21_err	I_P31	I_P31_err
4095	4642	0.00054	0.75013	0.59	35	6400	0.50959	-0.293	0.992	0.0	0.25	0.0	0.011	0.001	0.344	0.001	0.293	0.001	2.673	0.002	6.268	0.002	-0.113	0.792	0.472	0.0	0.166	0.0	6.022	0.0	0.33	0.0	0.274	0.0	3.057	0.002	0.749	0.002
4096	4643	0.00054	0.75013	0.59	35	6450	0.49511	-0.305	0.99	0.0	0.282	0.0	0.013	0.001	0.356	0.001	0.264	0.001	2.484	0.002	6.039	0.002	-0.231	0.873	0.483	0.0	0.186	0.0	6.036	0.0	0.347	0.0	0.242	0.0	2.834	0.001	0.495	0.002
4097	4644	0.00054	0.75013	0.59	35	6500	0.48136	-0.318	0.99	0.0	0.313	0.0	0.026	0.0	0.375	0.0	0.251	0.0	2.347	0.002	5.721	0.002	-0.216	0.923	0.495	0.0	0.203	0.0	6.057	0.0	0.365	0.0	0.231	0.0	2.681	0.001	0.171	0.002
4098	4645	0.00054	0.75013	0.59	35	6550	0.46824	-0.33	0.99	0.0	0.344	0.0	0.046	0.0	0.395	0.0	0.261	0.0	2.26	0.001	5.376	0.002	-0.196	0.965	0.509	0.0	0.218	0.0	6.08	0.0	0.379	0.0	0.239	0.0	2.583	0.001	6.119	0.002
4099	4646	0.00054	0.75013	0.59	35	6600	0.45567	-0.341	0.991	0.0	0.369	0.0	0.098	0.001	0.41	0.001	0.281	0.001	2.216	0.003	5.143	0.004	-0.142	1.024	0.52	0.0	0.232	0.0	6.138	0.001	0.396	0.001	0.265	0.001	2.551	0.003	5.868	0.005
4100	4647	0.00054	0.75013	0.59	35	6650	0.44367	-0.353	0.993	0.0	0.398	0.0	0.076	0.0	0.415	0.0	0.298	0.0	2.187	0.001	4.904	0.002	-0.142	inf	0.535	0.0	0.249	0.0	6.134	0.001	0.4	0.001	0.287	0.001	2.486	0.002	5.552	0.003
4101	4648	0.00054	0.75013	0.59	35	6700	0.43207	-0.364	0.997	0.0	0.419	0.0	0.085	0.001	0.42	0.001	0.308	0.001	2.176	0.002	4.777	0.003	-0.136	inf	0.549	0.0	0.262	0.0	6.156	0.001	0.407	0.001	0.304	0.001	2.465	0.003	5.382	0.004
4108	4658	0.00054	0.75013	0.59	45	6000	0.82345	-0.084	0.762	0.0	0.06	0.0	0.553	0.0	0.509	0.0	0.25	0.0	3.141	0.0	6.15	0.0	-0.153	0.391	0.126	0.0	0.033	0.0	6.262	0.0	0.56	0.0	0.298	0.0	4.232	0.0	1.54	0.0
4109	4659	0.00054	0.75013	0.59	45	6050	0.79022	-0.102	0.754	0.0	0.083	0.0	0.411	0.0	0.619	0.0	0.385	0.0	3.303	0.0	0.041	0.0	-0.133	0.401	0.135	0.0	0.049	0.0	6.149	0.0	0.637	0.0	0.422	0.0	4.338	0.0	1.635	0.0
4110	4660	0.00054	0.75013	0.59	45	6100	0.76068	-0.119	0.747	0.0	0.105	0.0	0.268	0.0	0.599	0.0	0.426	0.0	3.466	0.0	0.304	0.001	-0.106	0.418	0.145	0.0	0.065	0.0	6.06	0.0	0.57	0.0	0.434	0.0	4.381	0.0	1.743	0.001
4111	4661	0.00054	0.75013	0.59	45	6150	0.73399	-0.134	0.741	0.0	0.13	0.0	0.115	0.0	0.524	0.0	0.42	0.0	3.577	0.001	0.515	0.001	-0.096	0.46	0.154	0.0	0.085	0.0	5.974	0.0	0.469	0.0	0.41	0.0	4.348	0.001	1.762	0.001
4112	4662	0.00054	0.75013	0.59	45	6200	0.70954	-0.149	0.735	0.0	0.16	0.0	6.268	0.0	0.442	0.0	0.389	0.0	3.61	0.001	0.637	0.002	-0.092	0.536	0.163	0.0	0.107	0.0	5.904	0.0	0.381	0.0	0.373	0.0	4.247	0.002	1.705	0.002
4113	4663	0.00054	0.75013	0.59	45	6250	0.68711	-0.163	0.73	0.0	0.193	0.0	6.181	0.001	0.38	0.001	0.346	0.001	3.54	0.002	0.673	0.003	-0.092	0.608	0.172	0.0	0.13	0.0	5.865	0.001	0.325	0.001	0.33	0.001	4.067	0.003	1.596	0.003
4114	4664	0.00054	0.75013	0.59	45	6300	0.66606	-0.176	0.726	0.0	0.227	0.0	6.143	0.001	0.356	0.001	0.294	0.001	3.39	0.004	0.647	0.005	-0.088	0.645	0.182	0.0	0.153	0.0	5.861	0.001	0.307	0.001	0.277	0.001	3.827	0.004	1.456	0.005
4115	4665	0.00054	0.75013	0.59	45	6350	0.64625	-0.19	0.723	0.0	0.259	0.0	6.144	0.001	0.366	0.001	0.245	0.001	3.195	0.004	0.565	0.006	-0.088	0.658	0.192	0.0	0.175	0.0	5.882	0.001	0.327	0.001	0.224	0.001	3.575	0.004	1.29	0.006
4116	4666	0.00054	0.75013	0.59	45	6400	0.62754	-0.202	0.721	0.0	0.29	0.0	6.164	0.001	0.397	0.001	0.202	0.001	2.991	0.004	0.409	0.006	-0.233	0.672	0.202	0.0	0.195	0.0	5.916	0.001	0.367	0.001	0.179	0.001	3.345	0.003	1.082	0.006
4117	4667	0.00054	0.75013	0.59	45	6450	0.60978	-0.215	0.72	0.0	0.32	0.0	6.187	0.001	0.434	0.001	0.177	0.001	2.818	0.003	0.171	0.006	-0.234	0.678	0.215	0.0	0.212	0.0	5.941	0.001	0.404	0.001	0.156	0.001	3.178	0.002	0.88	0.006
4118	4668	0.00054	0.75013	0.59	45	6500	0.59285	-0.227	0.72	0.0	0.348	0.0	6.209	0.001	0.472	0.001	0.173	0.001	2.677	0.003	6.128	0.006	-0.226	0.706	0.229	0.0	0.226	0.0	5.962	0.001	0.439	0.001	0.153	0.001	3.046	0.002	0.605	0.005
4119	4669	0.00054	0.75013	0.59	45	6550	0.57656	-0.239	0.72	0.0	0.374	0.0	6.23	0.001	0.502	0.001	0.19	0.001	2.57	0.003	5.81	0.006	-0.197	0.876	0.242	0.0	0.239	0.0	5.985	0.001	0.47	0.001	0.167	0.001	2.942	0.002	0.308	0.005
4120	4670	0.00054	0.75013	0.59	45	6600	0.56101	-0.251	0.721	0.0	0.398	0.0	6.25	0.001	0.521	0.001	0.216	0.001	2.492	0.002	5.586	0.003	-0.161	1.101	0.255	0.0	0.252	0.0	6.013	0.001	0.493	0.001	0.194	0.001	2.852	0.001	0.034	0.003
4121	4671	0.00054	0.75013	0.59	45	6650	0.54615	-0.263	0.724	0.0	0.418	0.0	6.267	0.0	0.529	0.001	0.242	0.0	2.435	0.001	5.441	0.002	-0.147	inf	0.268	0.0	0.264	0.0	6.043	0.0	0.508	0.0	0.225	0.0	2.779	0.001	6.116	0.002
4127	4680	0.00054	0.75013	0.59	55	6000	0.96712	-0.015	0.541	0.0	0.076	0.0	0.279	0.0	0.71	0.0	0.442	0.0	3.808	0.0	0.979	0.0	-0.134	0.284	-0.092	0.0	0.048	0.0	5.949	0.0	0.645	0.0	0.438	0.0	4.979	0.0	2.767	0.001
4128	4681	0.00054	0.75013	0.59	55	6050	0.93035	-0.031	0.534	0.0	0.097	0.0	0.204	0.0	0.653	0.0	0.468	0.0	3.927	0.001	1.126	0.001	-0.101	0.337	-0.082	0.0	0.064	0.0	5.959	0.0	0.57	0.0	0.443	0.0	4.924	0.001	2.673	0.001
4129	4682	0.00054	0.75013	0.59	55	6100	0.89723	-0.047	0.527	0.0	0.123	0.0	0.034	0.0	0.547	0.0	0.455	0.0	3.985	0.001	1.241	0.001	-0.097	0.366	-0.073	0.0	0.083	0.0	5.873	0.0	0.458	0.0	0.422	0.0	4.799	0.001	2.546	0.001
4130	4683	0.00054	0.75013	0.59	55	6150	0.86686	-0.062	0.521	0.0	0.154	0.0	6.168	0.0	0.44	0.0	0.421	0.0	3.974	0.001	1.285	0.002	-0.088	0.391	-0.064	0.0	0.105	0.0	5.792	0.0	0.358	0.0	0.39	0.0	4.629	0.001	2.387	0.002
4131	4684	0.00054	0.75013	0.59	55	6200	0.83903	-0.076	0.516	0.0	0.186	0.0	6.062	0.001	0.355	0.001	0.388	0.001	3.939	0.003	1.303	0.003	-0.088	0.462	-0.056	0.0	0.127	0.0	5.739	0.001	0.283	0.001	0.359	0.001	4.483	0.003	2.253	0.003
4132	4685	0.00054	0.75013	0.59	55	6250	0.81241	-0.09	0.511	0.0	0.22	0.0	6.018	0.001	0.307	0.001	0.342	0.001	3.706	0.003	1.2	0.003	-0.088	0.477	-0.046	0.0	0.15	0.0	5.733	0.001	0.249	0.001	0.317	0.001	4.131	0.003	2.038	0.003
4133	4686	0.00054	0.75013	0.59	55	6300	0.78767	-0.104	0.507	0.0	0.254	0.0	6.018	0.001	0.294	0.001	0.298	0.001	3.5	0.004	1.083	0.004	-0.087	0.57	-0.036	0.0	0.172	0.0	5.759	0.001	0.248	0.001	0.273	0.001	3.848	0.004	1.837	0.004
4134	4687	0.00054	0.75013	0.59	55	6350	0.7643	-0.117	0.504	0.0	0.286	0.0	6.036	0.001	0.309	0.001	0.253	0.001	3.296	0.003	0.89	0.004	-0.253	0.61	-0.026	0.0	0.194	0.0	5.797	0.001	0.274	0.001	0.23	0.001	3.603	0.004	1.573	0.005
4135	4688	0.00054	0.75013	0.59	55	6400	0.74211	-0.13	0.502	0.0	0.317	0.0	6.067	0.001	0.342	0.001	0.218	0.001	3.142	0.003	0.604	0.004	-0.233	0.73	-0.015	0.0	0.213	0.0	5.835	0.001	0.308	0.001	0.198	0.001	3.444	0.003	1.266	0.004
4136	4689	0.00054	0.75013	0.59	55	6450	0.72095	-0.142	0.502	0.0	0.345	0.0	6.113	0.001	0.384	0.001	0.195	0.001	3.029	0.003	0.239	0.005	-0.232	0.764	-0.001	0.0	0.228	0.0	5.874	0.001	0.342	0.001	0.178	0.001	3.36	0.003	0.949	0.005
4137	4690	0.00054	0.75013	0.59	55	6500	0.70064	-0.155	0.502	0.0	0.37	0.0	6.164	0.001	0.434	0.001	0.19	0.001	2.931	0.003	6.12	0.006	-0.227	0.764	0.013	0.0	0.241	0.0	5.92	0.001	0.386	0.001	0.17	0.001	3.293	0.003	0.591	0.005
